job_id,company_id,job_title,salary,required_skills,employment_type,work_model,years_experience_required,career_growth_index
JOB_0054,47,Product Manager,58000,"Agile, Scrum, Jira, Product Roadmap",Full-time,On-site,3,High
JOB_0055,48,QA Engineer,79000,"Selenium, Cypress, Automated Testing, Jira",Full-time,Hybrid,1,Medium
JOB_0056,48,Backend Developer,32000,"Node.js, Python, Go, PostgreSQL",Full-time,Hybrid,1,High
JOB_0057,48,QA Engineer,33000,"Selenium, Cypress, Automated Testing, Jira",Full-time,Hybrid,5,Medium
JOB_0058,49,Data Analyst,37000,"SQL, Python, Tableau, Excel",Full-time,Remote,2,High
JOB_0059,50,Frontend Developer,77000,"React, Vue, TypeScript, HTML/CSS",Full-time,On-site,5,Medium
JOB_0060,51,DevOps Engineer,35000,"AWS, Docker, Kubernetes, CI/CD",Contract,On-site,3,Medium
JOB_0061,51,Full Stack Developer,77000,"React, Node.js, AWS, Docker",Full-time,On-site,4,Stable
JOB_0062,51,Data Engineer,78000,"Python, Spark, Airflow, Snowflake",Full-time,Hybrid,1,Medium
JOB_0063,52,Data Engineer,45000,"Python, Spark, Airflow, Snowflake",Full-time,Remote,1,Stable
JOB_0064,53,Frontend Developer,41000,"React, Vue, TypeScript, HTML/CSS",Contract,Hybrid,4,Stable
JOB_0065,53,Data Engineer,78000,"Python, Spark, Airflow, Snowflake",Full-time,On-site,5,Medium
JOB_0066,53,Product Manager,43000,"Agile, Scrum, Jira, Product Roadmap",Contract,On-site,5,High
JOB_0067,54,Frontend Developer,50000,"React, Vue, TypeScript, HTML/CSS",Full-time,Hybrid,4,Medium
JOB_0068,54,Frontend Developer,47000,"React, Vue, TypeScript, HTML/CSS",Full-time,On-site,2,Medium
JOB_0069,54,DevOps Engineer,58000,"AWS, Docker, Kubernetes, CI/CD",Full-time,On-site,5,Medium
JOB_0070,55,DevOps Engineer,39000,"AWS, Docker, Kubernetes, CI/CD",Contract,Hybrid,4,Medium
JOB_0071,55,Frontend Developer,59000,"React, Vue, TypeScript, HTML/CSS",Full-time,On-site,5,Medium
JOB_0072,56,Mobile Developer,53000,"Flutter, React Native, Swift, Kotlin",Full-time,Hybrid,1,Medium
JOB_0073,56,Product Manager,87000,"Agile, Scrum, Jira, Product Roadmap",Full-time,Hybrid,1,Stable
JOB_0074,56,Data Analyst,64000,"SQL, Python, Tableau, Excel",Full-time,On-site,4,Medium
JOB_0075,57,UX/UI Designer,31000,"Figma, Adobe XD, Wireframing, User Research",Full-time,On-site,1,Medium
JOB_0076,57,UX/UI Designer,69000,"Figma, Adobe XD, Wireframing, User Research",Full-time,On-site,5,Medium
JOB_0077,57,DevOps Engineer,72000,"AWS, Docker, Kubernetes, CI/CD",Full-time,Hybrid,1,High
JOB_0078,58,DevOps Engineer,40000,"AWS, Docker, Kubernetes, CI/CD",Full-time,On-site,1,High
JOB_0079,58,Frontend Developer,78000,"React, Vue, TypeScript, HTML/CSS",Full-time,Remote,1,Medium
JOB_0080,59,UX/UI Designer,42000,"Figma, Adobe XD, Wireframing, User Research",Full-time,Hybrid,5,Medium
JOB_0081,60,Full Stack Developer,70000,"React, Node.js, AWS, Docker",Full-time,On-site,4,Medium
JOB_0082,60,Backend Developer,80000,"Node.js, Python, Go, PostgreSQL",Full-time,On-site,2,Stable
JOB_0083,71,Full Stack Developer,34000,"React, Node.js, AWS, Docker",Full-time,On-site,1,Medium
JOB_0084,71,UX/UI Designer,41000,"Figma, Adobe XD, Wireframing, User Research",Full-time,Hybrid,2,High
JOB_0085,71,Mobile Developer,114000,"Flutter, React Native, Swift, Kotlin",Full-time,On-site,1,High
JOB_0086,72,QA Engineer,71000,"Selenium, Cypress, Automated Testing, Jira",Full-time,Hybrid,2,Medium
JOB_0087,72,UX/UI Designer,55000,"Figma, Adobe XD, Wireframing, User Research",Full-time,Hybrid,4,Stable
JOB_0088,73,Full Stack Developer,45000,"React, Node.js, AWS, Docker",Full-time,On-site,4,Stable
JOB_0089,73,DevOps Engineer,43000,"AWS, Docker, Kubernetes, CI/CD",Full-time,Remote,5,Medium
JOB_0090,73,Frontend Developer,49000,"React, Vue, TypeScript, HTML/CSS",Full-time,Hybrid,4,Medium
JOB_0091,74,Mobile Developer,36000,"Flutter, React Native, Swift, Kotlin",Full-time,On-site,5,Stable
JOB_0092,74,Data Engineer,39000,"Python, Spark, Airflow, Snowflake",Contract,Remote,2,High
JOB_0093,75,Data Analyst,48000,"SQL, Python, Tableau, Excel",Full-time,Remote,5,High
JOB_0094,75,Frontend Developer,63000,"React, Vue, TypeScript, HTML/CSS",Full-time,Hybrid,4,Stable
JOB_0095,76,Backend Developer,49000,"Node.js, Python, Go, PostgreSQL",Full-time,On-site,4,High
JOB_0096,76,Backend Developer,51000,"Node.js, Python, Go, PostgreSQL",Full-time,Hybrid,1,Medium
JOB_0097,76,Full Stack Developer,62000,"React, Node.js, AWS, Docker",Full-time,Hybrid,3,Medium
JOB_0098,77,Product Manager,109000,"Agile, Scrum, Jira, Product Roadmap",Full-time,Hybrid,4,Stable
JOB_0099,78,Backend Developer,47000,"Node.js, Python, Go, PostgreSQL",Full-time,Hybrid,1,Medium
JOB_0100,78,Frontend Developer,79000,"React, Vue, TypeScript, HTML/CSS",Full-time,On-site,5,Stable
JOB_0101,78,Mobile Developer,48000,"Flutter, React Native, Swift, Kotlin",Full-time,Hybrid,3,High
JOB_0102,79,Data Engineer,40000,"Python, Spark, Airflow, Snowflake",Contract,On-site,5,Medium
JOB_0103,79,Data Analyst,33000,"SQL, Python, Tableau, Excel",Full-time,On-site,5,Stable
JOB_0104,81,Product Manager,67000,"Agile, Scrum, Jira, Product Roadmap",Full-time,Remote,1,High
JOB_0105,82,Frontend Developer,74000,"React, Vue, TypeScript, HTML/CSS",Contract,Remote,2,Stable
JOB_0106,82,Data Engineer,42000,"Python, Spark, Airflow, Snowflake",Full-time,Remote,4,High
JOB_0107,83,QA Engineer,46000,"Selenium, Cypress, Automated Testing, Jira",Full-time,On-site,5,Stable
JOB_0108,83,QA Engineer,48000,"Selenium, Cypress, Automated Testing, Jira",Full-time,Hybrid,4,Medium
JOB_0109,83,QA Engineer,59000,"Selenium, Cypress, Automated Testing, Jira",Full-time,Hybrid,4,Medium
JOB_0110,84,Data Analyst,65000,"SQL, Python, Tableau, Excel",Full-time,On-site,2,Stable
JOB_0111,84,Data Engineer,49000,"Python, Spark, Airflow, Snowflake",Full-time,Hybrid,5,High
JOB_0112,85,UX/UI Designer,57000,"Figma, Adobe XD, Wireframing, User Research",Full-time,Hybrid,3,High
JOB_0113,86,Mobile Developer,34000,"Flutter, React Native, Swift, Kotlin",Full-time,Hybrid,3,Stable
JOB_0114,86,Backend Developer,89000,"Node.js, Python, Go, PostgreSQL",Full-time,Hybrid,2,High
JOB_0115,87,DevOps Engineer,42000,"AWS, Docker, Kubernetes, CI/CD",Full-time,On-site,2,Medium
JOB_0116,88,Backend Developer,52000,"Node.js, Python, Go, PostgreSQL",Full-time,Remote,2,High
JOB_0117,89,DevOps Engineer,81000,"AWS, Docker, Kubernetes, CI/CD",Contract,Remote,3,Medium
JOB_0118,90,UX/UI Designer,84000,"Figma, Adobe XD, Wireframing, User Research",Full-time,On-site,1,High
JOB_0119,91,Full Stack Developer,72000,"React, Node.js, AWS, Docker",Full-time,Hybrid,3,High
JOB_0120,91,Mobile Developer,119000,"Flutter, React Native, Swift, Kotlin",Full-time,On-site,3,Stable
JOB_0121,91,Backend Developer,49000,"Node.js, Python, Go, PostgreSQL",Full-time,Hybrid,1,High
JOB_0122,92,QA Engineer,53000,"Selenium, Cypress, Automated Testing, Jira",Full-time,On-site,4,High
JOB_0123,97,QA Engineer,46000,"Selenium, Cypress, Automated Testing, Jira",Full-time,Hybrid,4,High
JOB_0124,97,Frontend Developer,35000,"React, Vue, TypeScript, HTML/CSS",Full-time,Hybrid,2,High
JOB_0125,102,Data Engineer,50000,"Python, Spark, Airflow, Snowflake",Contract,Hybrid,4,High
JOB_0126,103,Data Analyst,70000,"SQL, Python, Tableau, Excel",Full-time,Hybrid,1,High
JOB_0127,104,QA Engineer,44000,"Selenium, Cypress, Automated Testing, Jira",Full-time,Hybrid,4,Medium
JOB_0128,104,Data Engineer,53000,"Python, Spark, Airflow, Snowflake",Contract,On-site,5,Medium
JOB_0129,104,QA Engineer,90000,"Selenium, Cypress, Automated Testing, Jira",Contract,Hybrid,3,Medium
JOB_0130,105,Product Manager,58000,"Agile, Scrum, Jira, Product Roadmap",Full-time,Hybrid,2,Medium
JOB_0131,105,Data Analyst,47000,"SQL, Python, Tableau, Excel",Full-time,On-site,5,High
JOB_0132,106,QA Engineer,46000,"Selenium, Cypress, Automated Testing, Jira",Full-time,Hybrid,4,High
JOB_0133,107,Data Analyst,66000,"SQL, Python, Tableau, Excel",Full-time,On-site,4,High
JOB_0134,108,Full Stack Developer,68000,"React, Node.js, AWS, Docker",Full-time,Hybrid,3,Stable
JOB_0135,108,Data Engineer,52000,"Python, Spark, Airflow, Snowflake",Full-time,Remote,1,Stable
JOB_0136,110,Backend Developer,55000,"Node.js, Python, Go, PostgreSQL",Full-time,On-site,1,Medium
JOB_0137,110,Frontend Developer,68000,"React, Vue, TypeScript, HTML/CSS",Contract,On-site,4,Medium
JOB_0138,111,Data Engineer,75000,"Python, Spark, Airflow, Snowflake",Contract,On-site,4,High
JOB_0139,112,Frontend Developer,52000,"React, Vue, TypeScript, HTML/CSS",Full-time,Hybrid,5,Medium
JOB_0140,112,Frontend Developer,35000,"React, Vue, TypeScript, HTML/CSS",Full-time,On-site,2,High
JOB_0141,112,Data Engineer,118000,"Python, Spark, Airflow, Snowflake",Contract,Hybrid,2,Stable
JOB_0142,113,Data Engineer,60000,"Python, Spark, Airflow, Snowflake",Full-time,Remote,1,High
JOB_0143,113,Frontend Developer,38000,"React, Vue, TypeScript, HTML/CSS",Full-time,Remote,4,Stable
JOB_0144,113,Full Stack Developer,33000,"React, Node.js, AWS, Docker",Full-time,On-site,1,Stable
JOB_0145,114,Product Manager,78000,"Agile, Scrum, Jira, Product Roadmap",Full-time,Hybrid,3,Stable
JOB_0146,115,Mobile Developer,32000,"Flutter, React Native, Swift, Kotlin",Full-time,Hybrid,2,Stable
JOB_0147,115,Frontend Developer,55000,"React, Vue, TypeScript, HTML/CSS",Full-time,On-site,2,Medium
JOB_0148,115,QA Engineer,65000,"Selenium, Cypress, Automated Testing, Jira",Full-time,Hybrid,5,High
JOB_0149,116,Data Engineer,61000,"Python, Spark, Airflow, Snowflake",Full-time,Hybrid,4,Medium
JOB_0150,117,Backend Developer,31000,"Node.js, Python, Go, PostgreSQL",Full-time,Hybrid,2,Medium
JOB_0151,117,Full Stack Developer,118000,"React, Node.js, AWS, Docker",Full-time,Remote,3,Stable
JOB_0152,118,UX/UI Designer,67000,"Figma, Adobe XD, Wireframing, User Research",Contract,Hybrid,2,Medium
JOB_0153,118,Data Analyst,46000,"SQL, Python, Tableau, Excel",Full-time,On-site,1,Medium
JOB_0154,118,Data Analyst,31000,"SQL, Python, Tableau, Excel",Full-time,Hybrid,2,Medium
JOB_0155,119,Full Stack Developer,73000,"React, Node.js, AWS, Docker",Full-time,Hybrid,3,High
JOB_0156,119,DevOps Engineer,54000,"AWS, Docker, Kubernetes, CI/CD",Full-time,On-site,4,High
JOB_0157,120,Full Stack Developer,77000,"React, Node.js, AWS, Docker",Full-time,On-site,2,Medium
JOB_0158,121,Mobile Developer,50000,"Flutter, React Native, Swift, Kotlin",Full-time,On-site,3,Stable
JOB_0159,121,Mobile Developer,50000,"Flutter, React Native, Swift, Kotlin",Full-time,Remote,1,High
JOB_0160,123,QA Engineer,43000,"Selenium, Cypress, Automated Testing, Jira",Full-time,Hybrid,1,High
JOB_0161,124,Mobile Developer,59000,"Flutter, React Native, Swift, Kotlin",Full-time,Hybrid,2,High
JOB_0162,124,QA Engineer,74000,"Selenium, Cypress, Automated Testing, Jira",Contract,On-site,3,High
JOB_0163,125,Frontend Developer,30000,"React, Vue, TypeScript, HTML/CSS",Full-time,On-site,3,High
JOB_0164,125,Full Stack Developer,44000,"React, Node.js, AWS, Docker",Full-time,On-site,2,Medium
JOB_0165,125,Product Manager,43000,"Agile, Scrum, Jira, Product Roadmap",Full-time,Remote,3,High
JOB_0166,126,Mobile Developer,48000,"Flutter, React Native, Swift, Kotlin",Full-time,Remote,4,Stable
JOB_0167,127,UX/UI Designer,65000,"Figma, Adobe XD, Wireframing, User Research",Full-time,On-site,4,Medium
JOB_0168,127,Backend Developer,32000,"Node.js, Python, Go, PostgreSQL",Full-time,On-site,4,Medium
JOB_0169,127,QA Engineer,78000,"Selenium, Cypress, Automated Testing, Jira",Full-time,Hybrid,5,High
JOB_0170,128,Frontend Developer,41000,"React, Vue, TypeScript, HTML/CSS",Full-time,On-site,1,Stable
JOB_0171,129,Data Analyst,39000,"SQL, Python, Tableau, Excel",Full-time,Hybrid,5,Stable
JOB_0172,130,Backend Developer,44000,"Node.js, Python, Go, PostgreSQL",Full-time,On-site,5,Medium
JOB_0173,131,Product Manager,62000,"Agile, Scrum, Jira, Product Roadmap",Full-time,On-site,1,Medium
JOB_0174,131,QA Engineer,49000,"Selenium, Cypress, Automated Testing, Jira",Full-time,Hybrid,5,High
JOB_0175,131,Backend Developer,42000,"Node.js, Python, Go, PostgreSQL",Full-time,On-site,4,Medium
JOB_0176,132,Frontend Developer,50000,"React, Vue, TypeScript, HTML/CSS",Full-time,Hybrid,1,Medium
JOB_0177,133,Data Analyst,80000,"SQL, Python, Tableau, Excel",Full-time,On-site,3,High
JOB_0178,133,Product Manager,73000,"Agile, Scrum, Jira, Product Roadmap",Full-time,On-site,4,High
JOB_0179,133,Product Manager,74000,"Agile, Scrum, Jira, Product Roadmap",Full-time,On-site,1,Medium
JOB_0180,134,Data Analyst,84000,"SQL, Python, Tableau, Excel",Full-time,On-site,2,High
JOB_0181,134,DevOps Engineer,35000,"AWS, Docker, Kubernetes, CI/CD",Full-time,Hybrid,2,Medium
JOB_0182,135,Backend Developer,58000,"Node.js, Python, Go, PostgreSQL",Full-time,Remote,3,Stable
JOB_0183,136,Data Engineer,33000,"Python, Spark, Airflow, Snowflake",Full-time,Remote,2,High
JOB_0184,137,Data Analyst,44000,"SQL, Python, Tableau, Excel",Full-time,On-site,1,Stable
JOB_0185,138,DevOps Engineer,61000,"AWS, Docker, Kubernetes, CI/CD",Contract,On-site,3,Stable
JOB_0186,138,Full Stack Developer,47000,"React, Node.js, AWS, Docker",Full-time,Hybrid,4,Medium
JOB_0187,139,UX/UI Designer,52000,"Figma, Adobe XD, Wireframing, User Research",Full-time,Hybrid,5,Stable
JOB_0188,140,Data Analyst,34000,"SQL, Python, Tableau, Excel",Full-time,On-site,1,Medium
JOB_0189,140,QA Engineer,74000,"Selenium, Cypress, Automated Testing, Jira",Full-time,Hybrid,1,Medium
JOB_0190,141,Frontend Developer,78000,"React, Vue, TypeScript, HTML/CSS",Contract,On-site,3,Medium
JOB_0191,141,Data Engineer,59000,"Python, Spark, Airflow, Snowflake",Full-time,On-site,5,Stable
JOB_0192,141,Full Stack Developer,37000,"React, Node.js, AWS, Docker",Full-time,Hybrid,4,Stable
JOB_0193,142,Product Manager,55000,"Agile, Scrum, Jira, Product Roadmap",Full-time,Hybrid,3,Stable
JOB_0194,143,Full Stack Developer,34000,"React, Node.js, AWS, Docker",Full-time,On-site,1,Stable
JOB_0195,143,Mobile Developer,105000,"Flutter, React Native, Swift, Kotlin",Contract,Hybrid,2,Stable
JOB_0196,144,Backend Developer,57000,"Node.js, Python, Go, PostgreSQL",Full-time,On-site,2,Stable
JOB_0197,145,DevOps Engineer,65000,"AWS, Docker, Kubernetes, CI/CD",Full-time,Hybrid,1,Medium
JOB_0198,145,Frontend Developer,73000,"React, Vue, TypeScript, HTML/CSS",Full-time,On-site,2,Stable
JOB_0199,145,Data Engineer,119000,"Python, Spark, Airflow, Snowflake",Full-time,On-site,3,Medium
JOB_0200,146,Full Stack Developer,58000,"React, Node.js, AWS, Docker",Full-time,On-site,5,Medium
JOB_0201,146,Data Analyst,79000,"SQL, Python, Tableau, Excel",Full-time,On-site,1,Medium
JOB_0202,147,UX/UI Designer,79000,"Figma, Adobe XD, Wireframing, User Research",Full-time,On-site,2,High
JOB_0203,147,Frontend Developer,77000,"React, Vue, TypeScript, HTML/CSS",Full-time,Remote,2,Stable
JOB_0204,148,Data Analyst,60000,"SQL, Python, Tableau, Excel",Full-time,Remote,5,Medium
JOB_0205,148,Mobile Developer,35000,"Flutter, React Native, Swift, Kotlin",Full-time,Remote,2,Medium
JOB_0206,149,Data Analyst,49000,"SQL, Python, Tableau, Excel",Full-time,Hybrid,2,Medium
JOB_0207,149,Product Manager,44000,"Agile, Scrum, Jira, Product Roadmap",Full-time,On-site,1,Stable
JOB_0208,149,Backend Developer,48000,"Node.js, Python, Go, PostgreSQL",Full-time,On-site,1,Stable
JOB_0209,150,Data Engineer,80000,"Python, Spark, Airflow, Snowflake",Contract,Hybrid,2,High
JOB_0210,150,DevOps Engineer,44000,"AWS, Docker, Kubernetes, CI/CD",Full-time,On-site,3,High
JOB_0211,151,Mobile Developer,80000,"Flutter, React Native, Swift, Kotlin",Full-time,Hybrid,4,Stable
JOB_0212,151,Frontend Developer,40000,"React, Vue, TypeScript, HTML/CSS",Contract,On-site,3,Medium
JOB_0213,151,Data Analyst,85000,"SQL, Python, Tableau, Excel",Contract,Hybrid,3,High
JOB_0214,152,Mobile Developer,76000,"Flutter, React Native, Swift, Kotlin",Full-time,Hybrid,5,Stable
JOB_0215,152,Full Stack Developer,58000,"React, Node.js, AWS, Docker",Full-time,Hybrid,1,Stable
JOB_0216,152,UX/UI Designer,34000,"Figma, Adobe XD, Wireframing, User Research",Contract,On-site,1,Medium
JOB_0217,153,Data Analyst,30000,"SQL, Python, Tableau, Excel",Contract,Hybrid,4,Medium
JOB_0218,153,UX/UI Designer,44000,"Figma, Adobe XD, Wireframing, User Research",Full-time,Hybrid,4,Medium
JOB_0219,154,Data Engineer,49000,"Python, Spark, Airflow, Snowflake",Full-time,On-site,4,High
JOB_0220,155,QA Engineer,49000,"Selenium, Cypress, Automated Testing, Jira",Full-time,Hybrid,4,High
JOB_0221,155,DevOps Engineer,47000,"AWS, Docker, Kubernetes, CI/CD",Full-time,Remote,2,High
JOB_0222,156,Frontend Developer,77000,"React, Vue, TypeScript, HTML/CSS",Full-time,Hybrid,4,High
JOB_0223,156,Full Stack Developer,36000,"React, Node.js, AWS, Docker",Full-time,Hybrid,5,Stable
JOB_0224,156,Data Engineer,109000,"Python, Spark, Airflow, Snowflake",Full-time,Hybrid,2,High
JOB_0225,157,Mobile Developer,50000,"Flutter, React Native, Swift, Kotlin",Full-time,Hybrid,5,Stable
JOB_0226,157,Frontend Developer,100000,"React, Vue, TypeScript, HTML/CSS",Full-time,Hybrid,2,High
JOB_0227,158,Product Manager,51000,"Agile, Scrum, Jira, Product Roadmap",Full-time,On-site,4,Stable
JOB_0228,158,UX/UI Designer,48000,"Figma, Adobe XD, Wireframing, User Research",Full-time,On-site,2,High
JOB_0229,158,Frontend Developer,45000,"React, Vue, TypeScript, HTML/CSS",Full-time,Hybrid,5,Stable
JOB_0230,159,Frontend Developer,65000,"React, Vue, TypeScript, HTML/CSS",Full-time,Hybrid,1,Stable
JOB_0231,159,DevOps Engineer,47000,"AWS, Docker, Kubernetes, CI/CD",Full-time,On-site,4,Medium
JOB_0232,160,Data Analyst,36000,"SQL, Python, Tableau, Excel",Full-time,On-site,1,Medium
JOB_0233,160,Mobile Developer,43000,"Flutter, React Native, Swift, Kotlin",Full-time,Hybrid,4,High
JOB_0234,160,Frontend Developer,47000,"React, Vue, TypeScript, HTML/CSS",Contract,On-site,5,Stable
JOB_0235,161,QA Engineer,37000,"Selenium, Cypress, Automated Testing, Jira",Full-time,On-site,3,Stable
JOB_0236,162,Data Engineer,30000,"Python, Spark, Airflow, Snowflake",Full-time,Remote,1,Stable
JOB_0237,162,Product Manager,43000,"Agile, Scrum, Jira, Product Roadmap",Full-time,On-site,3,High
JOB_0238,162,Data Analyst,101000,"SQL, Python, Tableau, Excel",Full-time,On-site,4,High
JOB_0239,163,Backend Developer,36000,"Node.js, Python, Go, PostgreSQL",Full-time,Hybrid,5,Stable
JOB_0240,163,Data Engineer,48000,"Python, Spark, Airflow, Snowflake",Full-time,Hybrid,2,Medium
JOB_0241,163,Backend Developer,65000,"Node.js, Python, Go, PostgreSQL",Full-time,Hybrid,2,High
JOB_0242,164,Mobile Developer,53000,"Flutter, React Native, Swift, Kotlin",Full-time,Hybrid,3,High
JOB_0243,164,Data Analyst,56000,"SQL, Python, Tableau, Excel",Full-time,On-site,5,Medium
JOB_0244,164,QA Engineer,41000,"Selenium, Cypress, Automated Testing, Jira",Full-time,On-site,5,Medium
JOB_0245,166,DevOps Engineer,67000,"AWS, Docker, Kubernetes, CI/CD",Contract,On-site,3,Medium
JOB_0246,166,Product Manager,103000,"Agile, Scrum, Jira, Product Roadmap",Full-time,Hybrid,5,Medium
JOB_0247,167,Backend Developer,43000,"Node.js, Python, Go, PostgreSQL",Full-time,Hybrid,3,High
JOB_0248,168,QA Engineer,40000,"Selenium, Cypress, Automated Testing, Jira",Full-time,On-site,1,High
JOB_0249,168,Mobile Developer,63000,"Flutter, React Native, Swift, Kotlin",Full-time,On-site,1,Medium
JOB_0250,169,DevOps Engineer,101000,"AWS, Docker, Kubernetes, CI/CD",Full-time,Hybrid,4,High
JOB_0251,170,DevOps Engineer,34000,"AWS, Docker, Kubernetes, CI/CD",Full-time,Hybrid,1,Medium
JOB_0252,181,UX/UI Designer,50000,"Figma, Adobe XD, Wireframing, User Research",Full-time,Remote,1,Medium
JOB_0253,181,DevOps Engineer,52000,"AWS, Docker, Kubernetes, CI/CD",Full-time,Hybrid,4,High
JOB_0254,182,Data Engineer,42000,"Python, Spark, Airflow, Snowflake",Full-time,On-site,4,Stable
